    0.10000000000E-005    0.81900316626E+001   -0.25827169869E+006
    0.10100000000E-005    0.81874489456E+001   -0.25580941381E+006
    0.10200000000E-005    0.81848908515E+001   -0.25337410811E+006
    0.10300000000E-005    0.81823571104E+001   -0.25103351292E+006
    0.10400000000E-005    0.81798467752E+001   -0.24870803304E+006
    0.10500000000E-005    0.81773596949E+001   -0.24642519729E+006
    0.10600000000E-005    0.81748954429E+001   -0.24433062823E+006
    0.10700000000E-005    0.81724521367E+001   -0.24192498665E+006
    0.10800000000E-005    0.81700328868E+001   -0.23973656430E+006
    0.10900000000E-005    0.81676355211E+001   -0.23770350990E+006
    0.11000000000E-005    0.81652584860E+001   -0.23562106769E+006
    0.11100000000E-005    0.81629022754E+001   -0.23357573537E+006
    0.11200000000E-005    0.81605665180E+001   -0.23156676085E+006
    0.11300000000E-005    0.81582508504E+001   -0.22959324410E+006
    0.11400000000E-005    0.81559549180E+001   -0.22765405993E+006
    0.11500000000E-005    0.81536783774E+001   -0.22576222409E+006
    0.11600000000E-005    0.81514207551E+001   -0.22387239483E+006
    0.11700000000E-005    0.81491820312E+001   -0.22202874743E+006
    0.11800000000E-005    0.81469617437E+001   -0.22021558467E+006
    0.11900000000E-005    0.81447595879E+001   -0.21843219322E+006
    0.12000000000E-005    0.81425752659E+001   -0.21667779632E+006
    0.12100000000E-005    0.81404084880E+001   -0.21495176574E+006
    0.12200000000E-005    0.81382589703E+001   -0.21325348609E+006
    0.12300000000E-005    0.81361264354E+001   -0.21158227797E+006
    0.12400000000E-005    0.81340106127E+001   -0.20993755248E+006
    0.12500000000E-005    0.81319112371E+001   -0.20831864081E+006
    0.12600000000E-005    0.81298280507E+001   -0.20672488287E+006
    0.12700000000E-005    0.81277608019E+001   -0.20515566139E+006
    0.12800000000E-005    0.81257092453E+001   -0.20361049307E+006
    0.12900000000E-005    0.81236731404E+001   -0.20208893524E+006
    0.13000000000E-005    0.81216522510E+001   -0.20059043575E+006
    0.13100000000E-005    0.81196463466E+001   -0.19911447145E+006
    0.13200000000E-005    0.81176552019E+001   -0.19766049902E+006
    0.13300000000E-005    0.81156785969E+001   -0.19622805358E+006
    0.13400000000E-005    0.81137163164E+001   -0.19481665247E+006
    0.13500000000E-005    0.81117681499E+001   -0.19342573274E+006
    0.13600000000E-005    0.81098338926E+001   -0.19205473723E+006
    0.13700000000E-005    0.81079133452E+001   -0.19073832321E+006
    0.13800000000E-005    0.81060059620E+001   -0.18936367958E+006
    0.13900000000E-005    0.81041123252E+001   -0.18804956279E+006
    0.14000000000E-005    0.81022318295E+001   -0.18675389476E+006
    0.14100000000E-005    0.81003642906E+001   -0.18547626374E+006
    0.14200000000E-005    0.80985095279E+001   -0.18421626182E+006
    0.14300000000E-005    0.80966673653E+001   -0.18297355349E+006
    0.14400000000E-005    0.80948376298E+001   -0.18174795133E+006
    0.14500000000E-005    0.80930201503E+001   -0.18053925314E+006
    0.14600000000E-005    0.80912147577E+001   -0.17934714351E+006
    0.14700000000E-005    0.80894212863E+001   -0.17817123479E+006
    0.14800000000E-005    0.80876395740E+001   -0.17701115962E+006
    0.14900000000E-005    0.80858694624E+001   -0.17586656477E+006
    0.15000000000E-005    0.80841107967E+001   -0.17479784803E+006
    0.15100000000E-005    0.80823628182E+001   -0.17362507501E+006
    0.15200000000E-005    0.80806265675E+001   -0.17252344920E+006
    0.15300000000E-005    0.80789013330E+001   -0.17143587981E+006
    0.15400000000E-005    0.80771869742E+001   -0.17036208179E+006
    0.15500000000E-005    0.80754833534E+001   -0.16930180787E+006
    0.15600000000E-005    0.80737903353E+001   -0.16825482200E+006
    0.15700000000E-005    0.80721077871E+001   -0.16722086739E+006
    0.15800000000E-005    0.80704355784E+001   -0.16619973385E+006
    0.15900000000E-005    0.80687735811E+001   -0.16519123329E+006
    0.16000000000E-005    0.80671216687E+001   -0.16419513948E+006
    0.16100000000E-005    0.80654797173E+001   -0.16321120872E+006
    0.16200000000E-005    0.80638476053E+001   -0.16223923486E+006
    0.16300000000E-005    0.80622252129E+001   -0.16127903901E+006
    0.16400000000E-005    0.80606124225E+001   -0.16033297296E+006
    0.16500000000E-005    0.80590090928E+001   -0.15939861171E+006
    0.16600000000E-005    0.80574151067E+001   -0.15847172339E+006
    0.16700000000E-005    0.80558303894E+001   -0.15755566839E+006
    0.16800000000E-005    0.80542548328E+001   -0.15665024623E+006
    0.16900000000E-005    0.80526883303E+001   -0.15575530158E+006
    0.17000000000E-005    0.80511307773E+001   -0.15487071232E+006
    0.17100000000E-005    0.80495820702E+001   -0.15399633842E+006
    0.17200000000E-005    0.80480421068E+001   -0.15313199769E+006
    0.17300000000E-005    0.80465107868E+001   -0.15227747630E+006
    0.17400000000E-005    0.80449880120E+001   -0.15143262864E+006
    0.17500000000E-005    0.80434736857E+001   -0.15059732265E+006
    0.17600000000E-005    0.80419677125E+001   -0.14977138622E+006
    0.17700000000E-005    0.80404699987E+001   -0.14895467066E+006
    0.17800000000E-005    0.80389804519E+001   -0.14937659772E+006
    0.17900000000E-005    0.80374866860E+001   -0.14611868767E+006
    0.18000000000E-005    0.80360254991E+001   -0.14655826164E+006
    0.18100000000E-005    0.80345599165E+001   -0.14577684223E+006
    0.18200000000E-005    0.80331021481E+001   -0.14500389236E+006
    0.18300000000E-005    0.80316521091E+001   -0.14423929859E+006
    0.18400000000E-005    0.80302097161E+001   -0.14348291214E+006
    0.18500000000E-005    0.80287748870E+001   -0.14273456896E+006
    0.18600000000E-005    0.80273475413E+001   -0.14199411927E+006
    0.18700000000E-005    0.80259276001E+001   -0.14126144301E+006
    0.18800000000E-005    0.80245149857E+001   -0.14053644093E+006
    0.18900000000E-005    0.80231096213E+001   -0.13981899032E+006
    0.19000000000E-005    0.80217114314E+001   -0.13910900900E+006
    0.19100000000E-005    0.80203203413E+001   -0.13840637721E+006
    0.19200000000E-005    0.80189362775E+001   -0.13771096150E+006
    0.19300000000E-005    0.80175591679E+001   -0.13702257592E+006
    0.19400000000E-005    0.80161889422E+001   -0.13634106470E+006
    0.19500000000E-005    0.80148255315E+001   -0.13566631960E+006
    0.19600000000E-005    0.80134688683E+001   -0.13499822628E+006
    0.19700000000E-005    0.80121188861E+001   -0.13433669720E+006
    0.19800000000E-005    0.80107755191E+001   -0.13368165246E+006
    0.19900000000E-005    0.80094387026E+001   -0.13303301557E+006
    0.20000000000E-005    0.80081083724E+001   -0.13239072127E+006
    0.20100000000E-005    0.80067844652E+001   -0.13175468716E+006
    0.20200000000E-005    0.80054669183E+001   -0.13112482788E+006
    0.20300000000E-005    0.80041556700E+001   -0.13050107009E+006
    0.20400000000E-005    0.80028506593E+001   -0.12988336758E+006
    0.20500000000E-005    0.80015518257E+001   -0.12927162651E+006
    0.20600000000E-005    0.80002591094E+001   -0.12866575484E+006
    0.20700000000E-005    0.79989724518E+001   -0.12806564263E+006
    0.20800000000E-005    0.79976917954E+001   -0.12747120319E+006
    0.20900000000E-005    0.79964170834E+001   -0.12688236773E+006
    0.21000000000E-005    0.79951482597E+001   -0.12629905546E+006
    0.21100000000E-005    0.79938852692E+001   -0.12572119275E+006
    0.21200000000E-005    0.79926280572E+001   -0.12514871621E+006
    0.21300000000E-005    0.79913765701E+001   -0.12458155664E+006
