-20.0000000000000 18.6426
-19.8000000000000 15.5318
-19.6000000000000 13.1011
-19.4000000000000 11.178
-19.2000000000000 9.63716
-19.0000000000000 8.38858
-18.8000000000000 7.36636
-18.6000000000000 6.52114
-18.4000000000000 5.81595
-18.2000000000000 5.22282
-18.0000000000000 4.72026
-17.8000000000000 4.28984
-17.6000000000000 3.92118
-17.4000000000000 3.60239
-17.2000000000000 3.32417
-17.0000000000000 3.08113
-16.8000000000000 2.86678
-16.6000000000000 2.67872
-16.4000000000000 2.51079
-16.2000000000000 2.35792
-16.0000000000000 2.22236
-15.8000000000000 2.10729
-15.6000000000000 1.99834
-15.4000000000000 1.90044
-15.2000000000000 1.8114
-15.0000000000000 1.73661
-14.8000000000000 1.65582
-14.6000000000000 1.58846
-14.4000000000000 1.52634
-14.2000000000000 1.4692
-14.0000000000000 1.4165
-13.8000000000000 1.36778
-13.6000000000000 1.32266
-13.4000000000000 1.28076
-13.2000000000000 1.24188
-13.0000000000000 1.20089
-12.8000000000000 1.43011
-12.6000000000000 1.4876
-12.4000000000000 1.8373
-12.2000000000000 1.76864
-12.0000000000000 1.71117
-11.8000000000000 2.19795
-11.6000000000000 2.11406
-11.4000000000000 2.04352
-11.2000000000000 1.86223
-11.0000000000000 1.46694
-10.8000000000000 1.65325
-10.6000000000000 1.6694
-10.4000000000000 1.62217
-10.2000000000000 1.81552
-10.0000000000000 1.99726
