-18.3076923077  -2.71597633136	-2.89349112426	-2.56213017751
-18.9076923077  -3.09467455621	-3.29585798817	-2.95266272189
-19.5076923077  -3.43786982249	-3.66272189349	-3.27218934911
-20.1076923077  -3.68639053254	-4.02958579882	-3.52071005917
-20.7076923077  -3.95857988166	-4.34911242604	-3.73372781065

