2.2 2.4 2.31 0.048 0.006 0.005
2.4 2.7 2.57 0.055 0.005 0.005
2.7 3.0 2.86 0.067 0.006 0.005
3.0 3.5 3.22 0.084 0.006 0.006
3.5 4.0 3.70 0.075 0.009 0.008
4.0 5.5 4.39 0.106 0.018 0.016


