-17.8036809816  -2.2875 -2.15   -2.5625
-18.2944785276  -2.5875 -2.45   -2.7375
-18.7975460123  -2.725  -2.5875 -2.8875
-19.3006134969  -2.95   -2.8125 -3.1125
-19.7914110429  -3.35   -3.2    -3.6
-20.2944785276  -3.925  -3.7	-4.375
-20.7852760736  -3.8125 -3.6125 -4.1625
